"age","year","unit","season","area","iter","data"
"all",2000,"unique","all","unique",1,NA
"all",2001,"unique","all","unique",1,NA
"all",2002,"unique","all","unique",1,NA
"all",2003,"unique","all","unique",1,0.42379125551758
"all",2004,"unique","all","unique",1,0.416312414396718
"all",2005,"unique","all","unique",1,0.389618570975159
"all",2006,"unique","all","unique",1,0.419672708873184
"all",2007,"unique","all","unique",1,0.407570922436722
"all",2008,"unique","all","unique",1,0.462490399403844
"all",2009,"unique","all","unique",1,0.610235068743804
"all",2010,"unique","all","unique",1,0.606398921871915
"all",2011,"unique","all","unique",1,0.644090707601026
"all",2012,"unique","all","unique",1,0.666025894203103
"all",2013,"unique","all","unique",1,0.597531699700634
"all",2014,"unique","all","unique",1,0.581568570588388
"all",2015,"unique","all","unique",1,0.523999213056397
"all",2016,"unique","all","unique",1,0.560019173766363
