"age","year","unit","season","area","iter","data"
"all",2000,"unique","all","unique",1,0
"all",2001,"unique","all","unique",1,0
"all",2002,"unique","all","unique",1,0
"all",2003,"unique","all","unique",1,36589
"all",2004,"unique","all","unique",1,183720
"all",2005,"unique","all","unique",1,297480
"all",2006,"unique","all","unique",1,587181
"all",2007,"unique","all","unique",1,578550
"all",2008,"unique","all","unique",1,558315
"all",2009,"unique","all","unique",1,685229
"all",2010,"unique","all","unique",1,10683141.57
"all",2011,"unique","all","unique",1,9257062.2
"all",2012,"unique","all","unique",1,4477743
"all",2013,"unique","all","unique",1,3979295.09
"all",2014,"unique","all","unique",1,2715613.63
"all",2015,"unique","all","unique",1,5693957.89
"all",2016,"unique","all","unique",1,1680180.99
